incident_number,area_occ,rpt_dist,dispatch_date,dispatch_time,call_type_code,call_type_text
190525002231,Hollywood,0622,2019-05-25T00:00:00.000,11:21:33,902,TRAFFIC STOP
190218002886,UNK,,2019-02-18T00:00:00.000,14:19:12,006,CODE 6
191022003654,Hollenbeck,0427,2019-10-22T00:00:00.000,16:02:33,620F,FAMILY
190206000688,Mission,1977,2019-02-06T00:00:00.000,06:08:20,7203,FD
190924000392,West Valley,1017,2019-09-24T00:00:00.000,02:19:10,006,CODE 6
190817006802,Olympic,2002,2019-08-17T00:00:00.000,23:59:07,507P,PARTY
190927002682,Rampart,0215,2019-09-27T00:00:00.000,12:46:42,006,CODE 6
190210002976,Van Nuys,,2019-02-10T00:00:00.000,15:33:55,006,CODE 6
190125002709,Pacific,,2019-01-25T00:00:00.000,13:07:04,006,CODE 6
191008002757,Outside,,2019-10-08T00:00:00.000,12:00:25,006,CODE 6
912110000323,Outside,,2019-12-11T00:00:00.000,14:11:27,006,CODE 6
190927001296,Pacific,1488,2019-09-27T00:00:00.000,08:31:05,50321,RECOVERED STOLEN
190504001093,Pacific,,2019-05-04T00:00:00.000,07:06:52,006,CODE 6
190627007239,Northeast,1136,2019-06-27T00:00:00.000,22:08:37,904AO,AMB OVERTURNED VEH
190317003443,UNK,,2019-03-17T00:00:00.000,16:27:34,006,CODE 6
190421001431,Central,0171,2019-04-21T00:00:00.000,09:38:08,245S,SUSP
190313005843,Hollenbeck,,2019-03-13T00:00:00.000,20:49:58,902,TRAFFIC STOP
190601004749,Outside,,2019-06-01T00:00:00.000,19:20:11,006,CODE 6
190126000437,Southeast,,2019-01-26T00:00:00.000,02:08:09,006,CODE 6
190608004987,77th Street,1251,2019-06-08T00:00:00.000,20:56:28,484I,INVEST
190204001080,Hollywood,0639,2019-02-04T00:00:00.000,08:21:01,459I,INVEST
190526005869,77th Street,1252,2019-05-26T00:00:00.000,23:27:22,918M,MALE
190106000256,Northeast,1141,2019-01-06T00:00:00.000,01:19:19,415W,WOMAN
912110000466,Olympic,2024,2019-12-11T00:00:00.000,18:12:19,904A,AMB
190302004967,Mission,1998,2019-03-02T00:00:00.000,23:08:49,507P,PARTY
190902006689,West LA,0893,2019-09-02T00:00:00.000,23:18:18,459T1S,ATT BFV SUSP
190920006323,Outside,,2019-09-20T00:00:00.000,22:07:04,006,CODE 6
190514006850,Southwest,0395,2019-05-14T00:00:00.000,23:57:39,507P,PARTY
190505004248,Harbor,0585,2019-05-05T00:00:00.000,19:15:13,507O,OTHER
190629001255,Outside,,2019-06-29T00:00:00.000,06:34:52,006,CODE 6
190909001154,Outside,,2019-09-09T00:00:00.000,07:42:40,006,CODE 6
190215004089,Foothill,1617,2019-02-15T00:00:00.000,18:12:51,415M4,MAN SHOTS FIRED
190717007124,Outside,,2019-07-17T00:00:00.000,22:38:02,006,CODE 6
001250000286,Mission,1971,2020-01-25T00:00:00.000,14:18:34,2884S,ABUSE SUSP
190526001097,Northeast,1115,2019-05-26T00:00:00.000,05:21:09,904T,OVERTURNED VEH
190530000672,West LA,0852,2019-05-30T00:00:00.000,06:02:41,415G,GRP
190427000266,Mission,,2019-04-27T00:00:00.000,01:02:51,006,CODE 6
912300000254,Outside,,2019-12-30T00:00:00.000,13:04:57,006,CODE 6
190215000058,77th Street,1253,2019-02-15T00:00:00.000,00:15:55,484S,SUSP
190823005862,Outside,,2019-08-23T00:00:00.000,20:28:28,006,CODE 6
190217003522,Central,0153,2019-02-17T00:00:00.000,17:47:00,9045,H & R MISD
191009005245,Outside,,2019-10-09T00:00:00.000,19:14:58,006,CODE 6
190128002351,Newton,,2019-01-28T00:00:00.000,11:24:10,006,CODE 6
912150000201,Southeast,1821,2019-12-15T00:00:00.000,11:07:28,904A,AMB
190107004893,Central,0164,2019-01-07T00:00:00.000,21:07:59,245SN,SUSP NOW
190605003442,Pacific,1466,2019-06-05T00:00:00.000,15:17:46,906B1,CODE 30 RINGER
190601004470,Outside,,2019-06-01T00:00:00.000,18:32:05,006,CODE 6
190325004889,Devonshire,1757,2019-03-25T00:00:00.000,19:22:43,904AB,TRAFFIC BICYCLIST IN
001180000049,Rampart,0281,2020-01-18T00:00:00.000,02:49:09,242J,J/O
911170000108,Outside,,2019-11-17T00:00:00.000,07:17:30,006,CODE 6
190531005912,Southeast,1837,2019-05-31T00:00:00.000,21:40:35,245DSN,DOM VIOL SUSP NOW
190503002349,N Hollywood,,2019-05-03T00:00:00.000,11:38:20,006,CODE 6
190527003187,Outside,,2019-05-27T00:00:00.000,14:23:07,902,TRAFFIC STOP
912130000479,Outside,,2019-12-13T00:00:00.000,20:00:15,006,CODE 6
190128002790,Southeast,1846,2019-01-28T00:00:00.000,12:39:51,006,CODE 6
190622001165,77th Street,1255,2019-06-22T00:00:00.000,06:41:22,507R,RADIO
190423005485,Newton,1307,2019-04-23T00:00:00.000,19:19:46,902,TRAFFIC STOP
190217001046,Central,0155,2019-02-17T00:00:00.000,06:37:35,006,CODE 6
190216001347,77th Street,,2019-02-16T00:00:00.000,09:04:59,006,CODE 6
190415002314,UNK,,2019-04-15T00:00:00.000,11:51:01,006,CODE 6
190724007070,Olympic,2029,2019-07-24T00:00:00.000,22:32:17,921S,SUSP
190425001881,Pacific,,2019-04-25T00:00:00.000,09:49:14,006,CODE 6
190821003065,Outside,,2019-08-21T00:00:00.000,12:28:36,006,CODE 6
190118000892,Rampart,0257,2019-01-18T00:00:00.000,07:06:38,620M,MAN/WMN
190226000586,N Hollywood,1583,2019-02-26T00:00:00.000,05:15:15,927AI,AMB INVEST
190611003474,Devonshire,1712,2019-06-11T00:00:00.000,13:25:59,906B1,CODE 30 RINGER
191006002377,West LA,0828,2019-10-06T00:00:00.000,12:03:52,507C,CONSTRUCTION
190329000658,Mission,1984,2019-03-29T00:00:00.000,05:22:26,459P1S,POSS BFV SUSP
190629002774,Outside,,2019-06-29T00:00:00.000,12:14:09,006,CODE 6
190812003049,Olympic,2026,2019-08-12T00:00:00.000,14:09:27,415M,MAN
190630005074,Outside,,2019-06-30T00:00:00.000,19:29:16,006,CODE 6
190713002557,Outside,,2019-07-13T00:00:00.000,12:13:02,006,CODE 6
190506001922,Van Nuys,,2019-05-06T00:00:00.000,10:20:45,006,CODE 6
190422003362,Central,0154,2019-04-22T00:00:00.000,14:32:50,211SL,SUSP J/L
911290000463,Mission,1916,2019-11-29T00:00:00.000,22:36:10,4151,PARTY
191018002076,Northeast,1113,2019-10-18T00:00:00.000,10:30:54,415M,MAN
190306004768,Mission,,2019-03-06T00:00:00.000,20:14:31,006,CODE 6
190121000163,Southwest,0397,2019-01-21T00:00:00.000,00:53:27,459P1S,POSS BFV SUSP
190807005807,Outside,,2019-08-07T00:00:00.000,19:37:43,006,CODE 6
190625003234,Outside,,2019-06-25T00:00:00.000,12:35:31,006,CODE 6
190201001316,Hollenbeck,0466,2019-02-01T00:00:00.000,08:43:22,900,UNKNOWN TROUBLE
190628004727,Harbor,0564,2019-06-28T00:00:00.000,16:56:03,006,CODE 6
912210000429,Harbor,0517,2019-12-21T00:00:00.000,20:26:04,507R,RADIO
190109004712,Newton,,2019-01-09T00:00:00.000,17:47:57,006,CODE 6
001150000494,Outside,,2020-01-15T00:00:00.000,18:26:22,006,CODE 6
912290000465,Pacific,1483,2019-12-29T00:00:00.000,21:37:55,9073,ATT SUICIDE
190824006928,Foothill,1687,2019-08-24T00:00:00.000,23:46:51,9212,TRESPASS SUSP
190109004031,Devonshire,,2019-01-09T00:00:00.000,16:03:01,006,CODE 6
912240000338,West Valley,1012,2019-12-24T00:00:00.000,18:50:32,507F,FIREWORKS
911050000556,Van Nuys,0984,2019-11-05T00:00:00.000,21:09:52,900,UNKNOWN TROUBLE
190831005215,Outside,,2019-08-31T00:00:00.000,20:32:11,902,TRAFFIC STOP
190403001416,Central,0124,2019-04-03T00:00:00.000,08:58:02,906B4,OTHER/459 SILENT
190329004320,Central,0153,2019-03-29T00:00:00.000,17:08:13,006,CODE 6
190416000365,West Valley,,2019-04-16T00:00:00.000,02:28:04,006,CODE 6
190706000338,Northeast,1124,2019-07-06T00:00:00.000,01:22:29,242AD,AMB DOM VIOL
190626005621,Outside,,2019-06-26T00:00:00.000,18:44:41,006,CODE 6
190807001660,Rampart,0279,2019-08-07T00:00:00.000,08:56:26,006,CODE 6
190805001818,Outside,,2019-08-05T00:00:00.000,09:42:15,902,TRAFFIC STOP
190820005465,Outside,,2019-08-20T00:00:00.000,19:16:20,006,CODE 6
001100000402,Hollenbeck,0464,2020-01-10T00:00:00.000,17:42:38,620N,NEIGHBOR
190626000860,Outside,,2019-06-26T00:00:00.000,05:58:01,006,CODE 6
190211002630,Southeast,1849,2019-02-11T00:00:00.000,13:02:09,415M,MAN
190711006525,Outside,,2019-07-11T00:00:00.000,21:17:41,006,CODE 6
190305005661,Olympic,,2019-03-05T00:00:00.000,22:25:52,006,CODE 6
190719002568,Outside,,2019-07-19T00:00:00.000,11:52:38,006,CODE 6
190212002819,N Hollywood,1546,2019-02-12T00:00:00.000,12:34:57,006,CODE 6
190720000600,Northeast,1141,2019-07-20T00:00:00.000,02:30:11,415G,GRP
190413003630,N Hollywood,1549,2019-04-13T00:00:00.000,18:08:54,415F,FIGHT
190510004563,UNK,,2019-05-10T00:00:00.000,18:32:41,006,CODE 6
190515002874,West Valley,1008,2019-05-15T00:00:00.000,12:39:22,006,CODE 6
190409006575,Foothill,1684,2019-04-09T00:00:00.000,23:42:31,918F,FEM
191004004172,Rampart,0202,2019-10-04T00:00:00.000,19:47:22,415M,MAN
190723002710,Outside,,2019-07-23T00:00:00.000,11:56:36,006,CODE 6
912190000045,Outside,,2019-12-19T00:00:00.000,03:51:04,006,CODE 6
190610004722,Rampart,0235,2019-06-10T00:00:00.000,17:42:29,006,CODE 6
190318001915,77th Street,1233,2019-03-18T00:00:00.000,10:14:18,594I,INVEST
190509003207,West Valley,1018,2019-05-09T00:00:00.000,13:54:56,459PSN,POSS SUSP NOW
001220000054,Hollywood,0656,2020-01-22T00:00:00.000,05:44:27,906B,BURGLARY
190530000073,Outside,,2019-05-30T00:00:00.000,00:19:42,006,CODE 6
911050000456,N Hollywood,1514,2019-11-05T00:00:00.000,19:35:14,620F,FAMILY
190328003754,N Hollywood,1511,2019-03-28T00:00:00.000,15:49:05,904A,AMB
190722001574,Outside,,2019-07-22T00:00:00.000,08:44:06,006,CODE 6
190630001537,Outside,,2019-06-30T00:00:00.000,07:26:46,006,CODE 6
190908004692,Outside,,2019-09-08T00:00:00.000,18:37:35,006,CODE 6
190514004281,Outside,,2019-05-14T00:00:00.000,16:00:24,006,CODE 6
190621006233,Central,0154,2019-06-21T00:00:00.000,20:49:40,507P,PARTY
190606000463,Olympic,2005,2019-06-06T00:00:00.000,02:36:23,620N,NEIGHBOR
190704005184,Outside,,2019-07-04T00:00:00.000,18:42:30,006,CODE 6
190628007727,Devonshire,1795,2019-06-28T00:00:00.000,23:44:09,507R,RADIO
191016001242,Newton,1309,2019-10-16T00:00:00.000,08:08:36,902,TRAFFIC STOP
191019002812,Outside,,2019-10-19T00:00:00.000,14:03:47,006,CODE 6
190321005204,West LA,0881,2019-03-21T00:00:00.000,19:47:46,484S,SUSP
190222002775,Pacific,,2019-02-22T00:00:00.000,13:33:39,006,CODE 6
190128002146,Hollywood,0668,2019-01-28T00:00:00.000,10:53:46,415M6,MAN W/KNIVES
190704001400,Pacific,1472,2019-07-04T00:00:00.000,08:04:10,415G,GRP
190126006591,West Valley,1008,2019-01-27T00:00:00.000,00:02:08,415G,GRP
912190000050,Hollenbeck,0489,2019-12-19T00:00:00.000,04:33:02,906B1,CODE 30 RINGER
190723005533,Outside,,2019-07-23T00:00:00.000,19:17:28,006,CODE 6
001180000253,Hollenbeck,0471,2020-01-18T00:00:00.000,15:09:51,9212,TRESPASS SUSP
190829005959,Van Nuys,0931,2019-08-29T00:00:00.000,20:56:13,620B,BUSN
191027001241,N Hollywood,1567,2019-10-27T00:00:00.000,06:44:17,459I,INVEST
190928004237,Outside,,2019-09-28T00:00:00.000,18:53:01,006,CODE 6
190728005868,Outside,,2019-07-28T00:00:00.000,22:15:37,006,CODE 6
912310000283,Outside,,2019-12-31T00:00:00.000,14:10:08,006,CODE 6
912050000592,West LA,0853,2019-12-05T00:00:00.000,22:59:43,211J,J/O
190705007131,Topanga,2177,2019-07-05T00:00:00.000,22:12:29,459PX,POSS I/P
190817002253,Outside,,2019-08-17T00:00:00.000,10:58:35,006,CODE 6
191017004592,Rampart,0265,2019-10-17T00:00:00.000,17:49:21,006,CODE 6
190612002704,77th Street,1231,2019-06-12T00:00:00.000,11:59:22,246I,INVEST
190405004907,Olympic,,2019-04-05T00:00:00.000,20:05:33,006,CODE 6
001040000379,Outside,,2020-01-04T00:00:00.000,17:10:21,006,CODE 6
912270000270,Outside,,2019-12-27T00:00:00.000,13:30:09,902,TRAFFIC STOP
190315006301,UNK,,2019-03-15T00:00:00.000,23:37:45,006,CODE 6
190303004215,Hollywood,0645,2019-03-03T00:00:00.000,19:13:34,415M,MAN
191030004916,Hollenbeck,0469,2019-10-30T00:00:00.000,21:25:57,921C,COMPLAINT
190301004212,West Valley,,2019-03-01T00:00:00.000,17:11:10,902,TRAFFIC STOP
190915005021,Wilshire,0782,2019-09-15T00:00:00.000,20:09:08,9212N,TRESPASS SUSP NOW
190907001293,Outside,,2019-09-07T00:00:00.000,07:39:20,006,CODE 6
190923005959,Southeast,1824,2019-09-23T00:00:00.000,21:48:26,620D,DOM VIOL
190317001962,UNK,,2019-03-17T00:00:00.000,11:07:47,902,TRAFFIC STOP
190531002139,Harbor,0519,2019-05-31T00:00:00.000,11:19:28,447PS,POSS SUSP
190625003786,Hollywood,0666,2019-06-25T00:00:00.000,14:01:01,9212,TRESPASS SUSP
912210000432,Outside,,2019-12-21T00:00:00.000,20:30:25,006,CODE 6
190829004676,Southeast,1822,2019-08-29T00:00:00.000,17:12:39,902,TRAFFIC STOP
191019000892,Outside,,2019-10-19T00:00:00.000,05:15:16,006,CODE 6
190127005294,Foothill,1623,2019-01-27T00:00:00.000,21:41:23,415F,FIGHT
190420004414,Hollenbeck,0465,2019-04-20T00:00:00.000,18:53:11,900,UNKNOWN TROUBLE
190914000123,Southwest,0341,2019-09-14T00:00:00.000,00:28:25,415M,MAN
190118000734,Southeast,1842,2019-01-18T00:00:00.000,05:14:41,242SN,SUSP NOW
190405005768,Hollenbeck,0489,2019-04-05T00:00:00.000,22:45:28,906B1,CODE 30 RINGER
190317002902,77th Street,1253,2019-03-17T00:00:00.000,14:42:02,242PD,POSS DOM VIOL
190430000621,UNK,,2019-04-30T00:00:00.000,05:39:08,006,CODE 6
001220000006,Foothill,1611,2020-01-22T00:00:00.000,00:42:45,9212,TRESPASS SUSP
190910001404,Rampart,0248,2019-09-10T00:00:00.000,08:19:15,459SV,HOTPROWL
190812003321,Olympic,2027,2019-08-12T00:00:00.000,16:13:14,415M,MAN
190318005592,West Valley,1094,2019-03-18T00:00:00.000,21:46:45,484I,INVEST
190723002200,Outside,,2019-07-23T00:00:00.000,10:39:09,006,CODE 6
190318002621,N Hollywood,1599,2019-03-18T00:00:00.000,12:21:54,211TJ,ATT J/O
190925003327,Outside,,2019-09-25T00:00:00.000,13:34:07,006,CODE 6
190304005469,West LA,0882,2019-03-04T00:00:00.000,21:11:28,415M,MAN
190304004866,Central,0176,2019-03-04T00:00:00.000,19:12:54,900,UNKNOWN TROUBLE
001230000536,Outside,,2020-01-23T00:00:00.000,19:58:15,006,CODE 6
001250000201,Newton,1377,2020-01-25T00:00:00.000,11:18:30,9212N,TRESPASS SUSP NOW
190503003374,Harbor,0567,2019-05-03T00:00:00.000,15:09:13,415W,WOMAN
190104004949,UNK,,2019-01-04T00:00:00.000,19:44:40,006,CODE 6
190103004257,UNK,,2019-01-03T00:00:00.000,17:10:50,006,CODE 6
190905005518,Outside,,2019-09-05T00:00:00.000,18:50:01,006,CODE 6
912210000316,Outside,,2019-12-21T00:00:00.000,16:31:53,902,TRAFFIC STOP
190906006001,Outside,,2019-09-06T00:00:00.000,20:40:27,006,CODE 6
190118000057,Pacific,,2019-01-18T00:00:00.000,00:14:14,006,CODE 6
912210000090,Outside,,2019-12-21T00:00:00.000,06:17:31,006,CODE 6
191015003114,Outside,,2019-10-15T00:00:00.000,13:08:26,006,CODE 6
190509005452,Central,0156,2019-05-09T00:00:00.000,19:58:37,242SN,SUSP NOW
190416004943,Southeast,,2019-04-16T00:00:00.000,18:30:24,006,CODE 6
190724000287,Hollywood,0636,2019-07-24T00:00:00.000,01:15:46,507P,PARTY
190805002421,Newton,1361,2019-08-05T00:00:00.000,11:32:54,990,BACK-UP
190902004072,Outside,,2019-09-02T00:00:00.000,16:29:23,006,CODE 6
190203004356,Hollenbeck,,2019-02-03T00:00:00.000,21:34:11,006,CODE 6
190705007777,Topanga,2129,2019-07-05T00:00:00.000,23:58:45,242PD,POSS DOM VIOL
911270000373,Hollenbeck,0473,2019-11-27T00:00:00.000,18:01:23,594SL,SUSP J/L
911200000463,Devonshire,1761,2019-11-20T00:00:00.000,23:17:12,5101,CAR
190408003012,Harbor,0581,2019-04-08T00:00:00.000,14:02:54,900,UNKNOWN TROUBLE
190825001044,Mission,1931,2019-08-25T00:00:00.000,04:48:52,245I,INVEST
190520000380,Outside,,2019-05-20T00:00:00.000,02:07:26,006,CODE 6
190914003376,Outside,,2019-09-14T00:00:00.000,14:17:12,006,CODE 6
001040000047,Wilshire,0749,2020-01-04T00:00:00.000,02:26:51,9212,TRESPASS SUSP
190810002385,Outside,,2019-08-10T00:00:00.000,11:51:49,006,CODE 6
191001002107,Outside,,2019-10-01T00:00:00.000,10:48:07,006,CODE 6
190921001583,Central,0112,2019-09-21T00:00:00.000,08:48:51,904A,AMB
190328001193,Rampart,0247,2019-03-28T00:00:00.000,08:07:32,907A3,AMB ATT SUICIDE
190710005166,Outside,,2019-07-10T00:00:00.000,18:17:05,006,CODE 6
190320000225,Devonshire,,2019-03-20T00:00:00.000,01:11:53,006,CODE 6
190921005632,Southwest,0314,2019-09-21T00:00:00.000,21:31:56,507P,PARTY
912020000100,Hollenbeck,0462,2019-12-02T00:00:00.000,07:54:41,211P,POSS
190422002990,Southwest,,2019-04-22T00:00:00.000,13:12:12,006,CODE 6
912140000053,Outside,,2019-12-14T00:00:00.000,02:28:53,006,CODE 6
190227002923,Northeast,1147,2019-02-27T00:00:00.000,13:05:45,902,TRAFFIC STOP
191025001666,Olympic,2025,2019-10-25T00:00:00.000,17:33:17,9212N,TRESPASS SUSP NOW
912010000132,Outside,,2019-12-01T00:00:00.000,09:02:45,006,CODE 6
190422003457,Van Nuys,0938,2019-04-22T00:00:00.000,14:39:49,904A,AMB
190209004240,Southwest,,2019-02-09T00:00:00.000,19:09:45,006,CODE 6
190623001130,Outside,,2019-06-23T00:00:00.000,04:40:59,006,CODE 6
190626000331,Outside,,2019-06-26T00:00:00.000,01:30:05,006,CODE 6
190317001847,Harbor,0558,2019-03-17T00:00:00.000,10:40:28,904P,PEDESTRIAN INVOLVED
190207003516,UNK,,2019-02-07T00:00:00.000,14:30:41,006,CODE 6
190910002248,Outside,,2019-09-10T00:00:00.000,10:40:41,006,CODE 6
190816006902,Hollenbeck,0464,2019-08-16T00:00:00.000,22:36:18,507R,RADIO
190128001256,Topanga,2105,2019-01-28T00:00:00.000,08:26:18,918M,MALE
190831004593,Outside,,2019-08-31T00:00:00.000,18:55:03,006,CODE 6
001130000216,Outside,,2020-01-13T00:00:00.000,11:44:43,006,CODE 6
190816007345,77th Street,1268,2019-08-16T00:00:00.000,23:40:47,242A,AMB
911190000109,Olympic,2036,2019-11-19T00:00:00.000,08:10:26,245I,INVEST
190919006171,N Hollywood,1514,2019-09-19T00:00:00.000,21:20:03,245A,AMB
190930005585,Outside,,2019-09-30T00:00:00.000,21:46:30,902,TRAFFIC STOP
190615003617,Outside,,2019-06-15T00:00:00.000,15:09:26,006,CODE 6
190926001856,Outside,,2019-09-26T00:00:00.000,09:29:29,006,CODE 6
190704002083,Outside,,2019-07-04T00:00:00.000,10:31:00,006,CODE 6
001080000113,Outside,,2020-01-08T00:00:00.000,07:52:49,006,CODE 6
190227001306,Newton,,2019-02-27T00:00:00.000,08:34:21,006,CODE 6
911300000174,Outside,,2019-11-30T00:00:00.000,11:27:41,006,CODE 6
190923006127,Outside,,2019-09-23T00:00:00.000,22:17:08,006,CODE 6
190527002920,Outside,,2019-05-27T00:00:00.000,13:35:04,006,CODE 6
912190000565,Harbor,0516,2019-12-19T00:00:00.000,23:32:03,902,TRAFFIC STOP
190907004392,Outside,,2019-09-07T00:00:00.000,17:58:01,006,CODE 6
190625002187,Hollywood,0646,2019-06-25T00:00:00.000,10:16:17,242J,J/O
190110002162,Hollywood,,2019-01-10T00:00:00.000,10:38:24,006,CODE 6
190120001424,Central,,2019-01-20T00:00:00.000,08:34:30,006,CODE 6
190224000494,Wilshire,0782,2019-02-24T00:00:00.000,02:11:37,594SN,SUSP NOW
190717006566,Wilshire,0732,2019-07-17T00:00:00.000,21:12:01,904A,AMB
190811000789,West Valley,1005,2019-08-11T00:00:00.000,03:14:58,507P,PARTY
190703001497,Outside,,2019-07-03T00:00:00.000,08:24:45,006,CODE 6
190606000747,Central,0156,2019-06-06T00:00:00.000,05:08:22,2881I,MOLEST INVEST
190109003073,Mission,1913,2019-01-09T00:00:00.000,13:40:36,242I,BATTERY INVEST
